BASE_WORD	INPUT_WORD	TYPE	RELATION_ID	IN_WORD_NET	CNT
60	nanosecond	meronyms	11050	0	3
desirable	undesirable 	antonyms	10610	0	3
inning	field	meronyms	12240	0	3
similarity	opposition	antonyms	11414	0	3
rod	length	meronyms	11467	0	3
seafood	squid	hyponyms	13225	1	3
well	done	synonyms	12620	0	3
plaster	spackle	hyponyms	12623	1	3
seafood	prawn	hyponyms	12464	1	3
mill	paper	meronyms	12536	0	3
woods	forests	hyponyms	13881	0	3
ballet	jumping	meronyms	13756	0	3
marching	stepping	hyponyms	13750	0	3
looking	glass	hyponyms	15026	0	3
bike	spoke	meronyms	14214	0	3
hitch	boat	hyponyms	14339	0	3
bike	dirt	hyponyms	15154	0	3
peanut	skin	meronyms	15349	0	3
tree	twigs	meronyms	52	0	3
restaurant	menus	meronyms	135	0	3
village	roads	meronyms	180	0	3
film	director	meronyms	481	0	3
wheel	tread	meronyms	1632	0	3
video	actors	meronyms	1678	0	3
city	mall	meronyms	1690	0	3
pipe	opening	meronyms	1731	0	3
pipe	mouthpiece	meronyms	806	1	3
picture	frame	meronyms	847	0	3
purse	wallet	meronyms	1236	0	3
aquarium	bubbler	meronyms	1279	0	3
book	sentence	meronyms	895	0	3
meal	entree	meronyms	957	0	3
finger	cuticle	meronyms	969	0	3
aquarium	plants	meronyms	1427	0	3
oven	racks	meronyms	1025	0	3
radio	sound	meronyms	1038	0	3
refrigerator	cooler	meronyms	1094	0	3
park	pond	meronyms	1520	0	3
oven	knobs	meronyms	1560	0	3
museum	curator	meronyms	2088	0	3
computer	hard drive	meronyms	2120	0	3
iphone	buttons	meronyms	2162	0	3
horse	face	meronyms	2635	0	3
finger	nails	meronyms	2531	0	3
robot	cpu	meronyms	2233	0	3
quarter	money	meronyms	2362	0	3
quarter	numbers	meronyms	1959	0	3
museum	people	meronyms	2009	0	3
quarter	front	meronyms	2016	0	3
library	tables	meronyms	2019	0	3
region	mountains	meronyms	2829	0	3
shack	floor	meronyms	3570	0	3
yellow	colour	synonyms	12987	0	3
hanging	suspended	synonyms	13027	0	3
woods	maple	hyponyms	13072	0	3
hitch	let go	antonyms	12329	0	3
obstruction	door	hyponyms	12276	0	3
woods	logs	meronyms	12281	0	3
ballet	choreography	meronyms	12417	0	3
spacecraft	ship	meronyms	13545	0	3
sleep	woke	antonyms	13961	0	3
bike	frame	meronyms	14052	0	3
paris	food	meronyms	14097	0	3
similarity	name	hyponyms	13264	0	3
woody	dense	synonyms	14970	0	3
breathing	air	meronyms	14153	0	3
sleep	catnap	hyponyms	14202	0	3
sleep	dream	hyponyms	16485	0	3
woods	park	synonyms	15129	0	3
60	minutes	meronyms	15951	0	3
building	windows	meronyms	60	0	3
truck	bed	meronyms	553	0	3
elephant	skin	meronyms	149	0	3
village	farmers	meronyms	177	0	3
village	houses	meronyms	179	0	3
city	lights	meronyms	804	0	3
purse	lining	meronyms	884	0	3
school	children	meronyms	916	0	3
female	face	meronyms	966	0	3
storm	lightening	meronyms	1294	0	3
school	lockers	meronyms	1423	0	3
product	use	meronyms	1561	0	3
airport	airplanes	meronyms	2065	0	3
car	radiator	meronyms	2140	0	3
party	songs	meronyms	2472	0	3
liquid	bubbles	meronyms	2473	0	3
eagle	nose	meronyms	1804	0	3
party	soda	meronyms	2265	0	3
needle	sew	meronyms	2278	0	3
map	road	meronyms	2333	0	3
knife	shaft	meronyms	2400	0	3
eagle	wing	meronyms	1769	0	3
town	center	meronyms	2004	0	3
eye	eyeball	meronyms	2020	1	3
robot	machine	meronyms	2767	0	3
purse	money	meronyms	2663	0	3
tree	limbs	meronyms	2724	0	3
stopsign	sign	meronyms	3563	0	3
plant	roots	meronyms	3349	0	3
tank	cannon	meronyms	3379	1	3
pumpkin	vine	meronyms	3693	0	3
bicycle	tire	meronyms	3790	0	3
region	water	meronyms	4065	0	3
pants	denim	meronyms	4610	0	3
bicycle	handle	meronyms	5124	0	3
bathroom	water	meronyms	5315	0	3
mansion	hall	meronyms	4800	1	3
ship	deck	meronyms	6172	1	3
factory	machine	meronyms	6185	0	3
bus	steering	meronyms	6205	0	3
flag	country	meronyms	6296	0	3
story	author	meronyms	6057	0	3
guitar	string	meronyms	6067	0	3
recipe	salt	meronyms	5937	0	3
orchestra	conductor	meronyms	6655	0	3
door	window	meronyms	6669	0	3
meal	protein	meronyms	1979	0	3
computer	hardware	meronyms	2022	1	3
chicken	neck	meronyms	2038	0	3
greenhouse	ceiling	meronyms	3489	0	3
finger	thumb	meronyms	2672	0	3
textbook	contents	meronyms	3660	0	3
magazine	advertisements	meronyms	3536	0	3
coat	pocket	meronyms	3592	0	3
video	conclusion	meronyms	3639	0	3
mouth	tonsils	meronyms	2899	0	3
region	east	meronyms	2938	0	3
iphone	battery	meronyms	3022	0	3
textbook	images	meronyms	3191	0	3
airport	bathroom	meronyms	3225	0	3
event	food	meronyms	3141	0	3
document	word	meronyms	3342	0	3
skateboard	skate	meronyms	3353	0	3
cabinet	handles	meronyms	3372	0	3
cabinet	doors	meronyms	3375	0	3
stew	peas	meronyms	3390	0	3
mouth	gum	meronyms	4585	1	3
hunter	feet	meronyms	3687	0	3
face	eyebrows	meronyms	4635	0	3
bird	feather	meronyms	5249	1	3
stadium	ground	meronyms	5321	0	3
stopsign	red	meronyms	5435	0	3
bed	duvet	meronyms	4727	0	3
greenhouse	dirt	meronyms	5003	0	3
mouth	taste buds	meronyms	6219	0	3
battle	fighting	meronyms	5900	0	3
guitar	fret	meronyms	6066	0	3
harbor	water	meronyms	5714	0	3
bicycle	wheels	meronyms	5945	0	3
sphere	inside	meronyms	7464	0	3
bicycle	wheel	meronyms	6677	0	3
bed	blanket	meronyms	7089	0	3
shape	triangle	hyponyms	8212	1	3
music	rap	hyponyms	8290	0	3
frequent	usual	synonyms	8058	0	3
tidiness	messiness	antonyms	8550	0	3
principal	leader	synonyms	8596	0	3
video	scenes	meronyms	8757	0	3
diverse	varied	synonyms	8956	0	3
instrument	oboe	hyponyms	9054	0	3
boat	yacht	hyponyms	9108	0	3
foul	right	antonyms	11175	0	3
limited	wide	antonyms	11329	0	3
marching	moving	synonyms	11351	0	3
60	minute	meronyms	11051	0	3
woods	bears	meronyms	10622	0	3
dish	meat	meronyms	10650	0	3
obstruction	blockade	hyponyms	10666	1	3
peanut	seed	meronyms	10778	0	3
limited	a lot	antonyms	10793	0	3
hanging	holding	synonyms	10906	0	3
paris	tower	meronyms	12050	0	3
rod	point	meronyms	12053	0	3
writings	stories	meronyms	12077	0	3
writings	thoughts	meronyms	11441	0	3
magnetic	repulse	antonyms	11818	0	3
chain	gang	meronyms	11929	0	3
integrity	strong	hyponyms	13222	0	3
woods	clearing	meronyms	13249	0	3
woods	forests	synonyms	12799	0	3
test	examination	synonyms	9526	1	3
grain	oat	hyponyms	9847	1	3
seafood	shark	hyponyms	11314	0	3
digit	finger	hyponyms	11065	1	3
saved	deleted	antonyms	10763	0	3
bike	pedals	meronyms	10786	0	3
dissolution	finish	hyponyms	11104	0	3
writings	s	synonyms	11109	0	3
abundance	money	hyponyms	12110	0	3
hitch	chain	hyponyms	11439	0	3
pony	baby horse	synonyms	11487	0	3
chain	fence	meronyms	11713	0	3
hitch	separate	antonyms	12122	0	3
hitch	tractor	hyponyms	12137	0	3
spacecraft	jet	meronyms	11804	0	3
obstruction	fence	hyponyms	12729	0	3
hanging	hanged	synonyms	12747	0	3
woody	wooden	synonyms	12751	0	3
limited	large	antonyms	13157	0	3
mansion	estate	hyponyms	12852	0	3
month	year	meronyms	12997	0	3
asian	taiwanese	hyponyms	12572	1	3
water	evaporation	meronyms	12263	0	3
straight	crooked	antonyms	12264	1	3
woods	trunks	meronyms	12361	0	3
similarity	copy	hyponyms	12370	0	3
woody	empty	antonyms	13472	0	3
controversial	easy	antonyms	13556	0	3
writings	ink	meronyms	13307	0	3
rod	top	meronyms	13565	0	3
breathing	lungs	meronyms	14152	0	3
inning	p	meronyms	14244	0	3
writings	phrases	meronyms	14275	0	3
similarity	unsimilar	antonyms	14375	0	3
localized	area	synonyms	15589	0	3
woods	park	hyponyms	16258	0	3
court	lawyers	meronyms	533	0	3
dog	fur	meronyms	574	0	3
dog	nose	meronyms	578	0	3
flower	leaf	meronyms	607	0	3
neighborhood	homes	meronyms	226	0	3
neighborhood	roads	meronyms	231	0	3
eye	eyelashes	meronyms	504	0	3
video	frames	meronyms	1652	0	3
purse	case	meronyms	1218	0	3
book	appendix	meronyms	1234	0	3
book	back	meronyms	1247	1	3
city	street lights	meronyms	903	0	3
shoe	shoelace	meronyms	940	1	3
park	animals	meronyms	992	0	3
novel	climax	meronyms	1167	0	3
school	lunchroom	meronyms	1422	0	3
oven	burner	meronyms	1024	0	3
park	seesaw	meronyms	1519	0	3
robot	processor	meronyms	1529	0	3
car	windows	meronyms	2075	0	3
video	images	meronyms	2080	0	3
library	desks	meronyms	2166	0	3
meal	knife	meronyms	2171	0	3
region	lakes	meronyms	2596	0	3
eagle	winds	meronyms	1799	0	3
yard	front	meronyms	2281	0	3
school	field	meronyms	2412	0	3
library	entrance	meronyms	2439	0	3
flower	stamen	meronyms	605	1	3
robot	wheels	meronyms	635	0	3
dictionary	letters	meronyms	201	0	3
fish	fins	meronyms	330	0	3
mouth	uvula	meronyms	402	0	3
city	skyscraper	meronyms	1610	0	3
lecture	class	meronyms	836	0	3
knife	bottom	meronyms	862	0	3
textbook	knowledge	meronyms	1011	0	3
pool	bottom	meronyms	1016	0	3
house	bathroom	meronyms	1152	0	3
chicken	thigh	meronyms	1337	0	3
iphone	phone	meronyms	1046	0	3
game	end	meronyms	1481	0	3
president	name	meronyms	1574	0	3
pipe	round	meronyms	2112	0	3
pool	shallow end	meronyms	2589	0	3
president	mouth	meronyms	2617	0	3
town	sidewalk	meronyms	1791	0	3
book	title page	meronyms	2212	0	3
female	body	meronyms	2389	0	3
car	steering	meronyms	2408	0	3
party	table	meronyms	1738	0	3
aquarium	decorations	meronyms	1992	0	3
pants	cuff	meronyms	3524	0	3
cave	entrance	meronyms	3557	0	3
turtle	scales	meronyms	3608	0	3
novel	chapters	meronyms	3045	0	3
document	conclusion	meronyms	3074	0	3
car	dashboard	meronyms	3082	0	3
iphone	processor	meronyms	2970	0	3
tank	treads	meronyms	3380	0	3
radio	battery	meronyms	3867	0	3
sphere	bottom	meronyms	3999	0	3
quarter	value	meronyms	3786	0	3
airplane	bathroom	meronyms	3815	0	3
library	computer	meronyms	4588	0	3
sphere	ball	meronyms	4612	0	3
apple	red	meronyms	4671	0	3
dungeon	cell	meronyms	5218	0	3
bus	tyre	meronyms	5491	0	3
lecture	speech	meronyms	5543	0	3
zebra	eyes	meronyms	5285	0	3
face	tongue	meronyms	4739	0	3
pizza	tomato	meronyms	4886	0	3
film	scene	meronyms	5070	1	3
airplane	seat	meronyms	6217	0	3
keyboard	letters	meronyms	5826	0	3
helicopter	engine	meronyms	5875	0	3
zebra	nose	meronyms	5924	0	3
desert	camel	meronyms	6040	0	3
atmosphere	nitrogen	meronyms	5700	0	3
airplane	pilot	meronyms	6103	0	3
clothing	dress	hyponyms	8178	1	3
music	classical	hyponyms	8285	0	3
fruit	grapes	hyponyms	9382	0	3
hot	cold	antonyms	8537	1	3
girl	boy	antonyms	8572	1	3
think	consider	synonyms	8629	1	3
climate	polar	hyponyms	8742	0	3
fruit	kiwi	hyponyms	8934	0	3
fat	fit	antonyms	9023	0	3
sport	basketball	hyponyms	9188	0	3
bring	drag	synonyms	9521	0	3
obstruction	justice	hyponyms	13034	0	2
hanging	kill	synonyms	13063	0	2
bike	cycle	hyponyms	12611	0	2
worth	nothing	antonyms	12621	0	2
foul	point	antonyms	12304	0	2
controversial	liked	antonyms	12415	0	2
research	science	hyponyms	12475	0	2
chinese	mandarin	hyponyms	12510	1	2
woods	squirrels	meronyms	13477	0	2
plaster	concrete	hyponyms	13309	0	2
water	bottle	meronyms	13394	0	2
spacecraft	oxygen	meronyms	13847	0	2
rod	tackle	meronyms	13870	0	2
60	clock	meronyms	14119	0	2
similarity	age	hyponyms	13267	0	2
lord	liege	synonyms	13710	0	2
protest	sit-in	hyponyms	13605	0	2
woods	pine	synonyms	14862	0	2
bank	savings	hyponyms	14208	0	2
four	three	synonyms	14317	0	2
woods	roots	meronyms	14330	0	2
similarity	likeness	hyponyms	14344	1	2
arrow	head	meronyms	14426	1	2
writings	section	meronyms	14448	0	2
writings	footer	meronyms	14450	0	2
philippines	island	meronyms	14493	0	2
inning	plate	meronyms	14666	0	2
typical	usual	synonyms	14685	0	2
sleep	rest	hyponyms	14714	0	2
hell	heaven	antonyms	16468	1	2
obstruction	barriers	hyponyms	15225	0	2
writings	story	synonyms	16164	0	2
woody	paved	antonyms	16665	0	2
electricity	lights	synonyms	15305	0	2
fabric	thread	meronyms	15313	0	2
eligible	u	antonyms	15317	0	2
similarity	twins	antonyms	15497	0	2
eligible	disqualified	antonyms	15774	0	2
sinking	sunk	synonyms	15978	0	2
seafood	flounder	hyponyms	16039	0	2
desirable	repugnant	antonyms	16125	0	2
building	wall	meronyms	6075	1	2
classroom	teacher	meronyms	6577	0	2
neighborhood	road	meronyms	6580	0	2
orchestra	instruments	meronyms	6654	0	2
robot	servos	meronyms	7314	0	2
pencil	paint	meronyms	7342	0	2
table	leaf	meronyms	6696	0	2
boat	cabin	meronyms	6800	0	2
fish	fin	meronyms	7051	1	2
stroll	amble	synonyms	8133	1	2
gun	rifle	hyponyms	8385	0	2
transportation	plane	hyponyms	8453	0	2
dessert	ice cream	hyponyms	8268	0	2
nut	hazelnut	hyponyms	8278	0	2
vegetable	eggplant	hyponyms	8295	0	2
bathroom	toothbrush	meronyms	7828	0	2
book	text	meronyms	7838	0	2
fruit	pineapple	hyponyms	9386	0	2
hidden	public	antonyms	8548	0	2
border	line	synonyms	8644	0	2
halt	cease	synonyms	8657	0	2
climate	frigid	hyponyms	8787	0	2
earnings	gains	synonyms	8923	0	2
muscle	quadricep	hyponyms	9005	0	2
near	next	synonyms	9152	0	2
comic	panels	meronyms	10315	0	2
comic	pages	meronyms	10316	0	2
hot	freezing	antonyms	9705	0	2
body	puddle	hyponyms	9487	0	2
stroll	run	synonyms	9501	0	2
pester	irritate 	synonyms	9570	0	2
plaster	sand	hyponyms	11231	0	2
desirable	undesired	antonyms	11319	0	2
foul	okay	antonyms	11338	0	2
controversial	dull	antonyms	10758	0	2
hormone	estrogen	hyponyms	11076	0	2
immature	grown up	antonyms	10460	0	2
dish	ingredients	meronyms	10647	0	2
aggression	mad	hyponyms	10767	0	2
april	hours	meronyms	10819	0	2
writings	adverb	meronyms	10845	0	2
foul	team	hyponyms	10862	0	2
electricity	lightning	hyponyms	11007	0	2
abundance	harvest	hyponyms	11016	0	2
limited	various	antonyms	11102	0	2
writings	scribe	synonyms	11125	0	2
seafood	catfish	hyponyms	11942	0	2
writings	footnotes	meronyms	12017	0	2
rod	bar	meronyms	12051	0	2
woods	branch	meronyms	11515	0	2
sleep	wake up	antonyms	11693	0	2
spacecraft	light	meronyms	11803	0	2
foul	horse	hyponyms	11857	0	2
chain	beads	meronyms	12677	0	2
hitch	s	antonyms	12728	0	2
hitch	hiker	hyponyms	13182	0	2
hanging	frame	hyponyms	13215	0	2
spacecraft	seat	meronyms	12781	0	2
similarity	related	hyponyms	12812	0	2
protest	political	hyponyms	12823	0	2
funk	depression	synonyms	12929	0	2
wake	pass out	antonyms	12975	0	2
sleep	peaceful	hyponyms	12980	0	2
hitch	hook	hyponyms	13013	0	2
monkey	stomach	meronyms	3470	0	2
train	conductor	meronyms	3482	0	2
greenhouse	ground	meronyms	3494	0	2
neighborhood	lights	meronyms	3513	0	2
face	eyebrow	meronyms	3515	1	2
purse	card	meronyms	2664	0	2
hotel	lounge	meronyms	3548	0	2
cave	stalagmite	meronyms	3559	1	2
neighborhood	families	meronyms	3600	0	2
sphere	smooth	meronyms	2977	0	2
dictionary	t	meronyms	3053	0	2
tree	needles	meronyms	3059	0	2
male	arm	meronyms	3144	0	2
textbook	end	meronyms	3248	0	2
product	color	meronyms	3297	0	2
gym	dumbells	meronyms	3377	0	2
male	ear	meronyms	3385	0	2
event	dancing	meronyms	4361	0	2
female	hair 	meronyms	4384	0	2
poem	beginning	meronyms	4396	0	2
tank	wall	meronyms	4409	0	2
finger	fingerprint	meronyms	4434	0	2
painting	wall	meronyms	4462	0	2
painting	colour	meronyms	4463	0	2
president	chair	meronyms	4566	0	2
game	card	meronyms	4574	0	2
pond	dirt	meronyms	3858	0	2
violin	pegs	meronyms	4009	0	2
pool	lifeguard	meronyms	3700	0	2
oven	dials	meronyms	3752	0	2
pipe	tap	meronyms	3766	0	2
president	eyes	meronyms	3835	0	2
story	credits	meronyms	3982	0	2
bathroom	closet	meronyms	4027	0	2
restaurant	door	meronyms	4120	0	2
airplane	engines	meronyms	5158	0	2
university	classroom	meronyms	5169	0	2
cabinet	shelf	meronyms	5196	1	2
harbor	pier	meronyms	5516	0	2
keyboard	spacebar	meronyms	5593	0	2
business	building	meronyms	5325	0	2
stadium	sport	meronyms	5345	0	2
library	shelves 	meronyms	5185	0	2
magazine	article	meronyms	5278	0	2
orchestra	music	meronyms	5366	0	2
president	power	meronyms	4892	0	2
stopsign	signal	meronyms	5030	0	2
party	light	meronyms	5065	0	2
pumpkin	pumpkin	meronyms	5079	1	2
king	robe	meronyms	6214	0	2
bathroom	toliet	meronyms	6282	0	2
ship	wheel	meronyms	6349	0	2
cave	bats	meronyms	6409	0	2
refrigerator	coolant	meronyms	5766	0	2
cat	tongue	meronyms	5813	0	2
boat	captain	meronyms	5983	0	2
harbor	port	meronyms	5620	0	2
wedding	dress	meronyms	5629	0	2
coat	buttons	meronyms	5647	0	2
gym	walls	meronyms	5693	0	2
laptop	monitor	meronyms	5726	0	2
pond	boat	meronyms	5729	0	2
farm	crops	meronyms	5741	0	2
bicycle	handle bars	meronyms	5946	0	2
wake	slumber	antonyms	15805	0	2
tail	bone	meronyms	15916	0	2
rod	ends	meronyms	16774	0	2
dissolution	argument	hyponyms	16883	0	2
woods	river	meronyms	16924	0	2
meal	drinks	meronyms	29	0	2
dance	dancers	meronyms	35	0	2
door	peep hole	meronyms	43	0	2
door	hinges	meronyms	59	0	2
cookie	chocolate chips	meronyms	110	0	2
baseball	pitcher	meronyms	116	0	2
dinosaur	teeth	meronyms	130	0	2
village	huts	meronyms	178	0	2
wolf	fur	meronyms	234	0	2
party	wine	meronyms	1619	0	2
liquid	drops	meronyms	1633	0	2
wheel	hubcap	meronyms	1675	0	2
city	uptown	meronyms	1716	1	2
ship	anchor	meronyms	823	0	2
email	sender	meronyms	665	0	2
video	clip	meronyms	1208	0	2
school	locker room	meronyms	1274	0	2
volcano	steam	meronyms	955	0	2
meal	coffee	meronyms	956	0	2
computer	mouse pad	meronyms	987	0	2
purse	buttons	meronyms	1261	0	2
party	beginning	meronyms	1285	0	2
school	principal office	meronyms	1300	0	2
game	start	meronyms	1357	0	2
book	paragraphs	meronyms	1376	0	2
purse	coin	meronyms	1406	0	2
school	pool	meronyms	1426	0	2
document	date	meronyms	1063	0	2
gym	trainer	meronyms	1070	0	2
gym	elliptical	meronyms	1072	0	2
gym	mirror	meronyms	1077	0	2
game	characters	meronyms	1483	0	2
museum	lobby	meronyms	1508	0	2
robot	body	meronyms	1525	0	2
president	secret service	meronyms	1576	0	2
school	entrance	meronyms	2146	0	2
museum	walls	meronyms	2152	0	2
computer	fan	meronyms	2295	0	2
eagle	bald	meronyms	2497	0	2
region	rivers	meronyms	2598	0	2
town	market	meronyms	2527	0	2
eye	rods	meronyms	2548	0	2
female	butt	meronyms	2196	0	2
document	agreement	meronyms	2204	0	2
town	restaurants	meronyms	2210	0	2
finger	pad	meronyms	2213	1	2
honeybee	antena	meronyms	2215	0	2
shoe	rubber	meronyms	2260	0	2
refrigerator	motor	meronyms	2285	0	2
airport	ticket counter	meronyms	2358	0	2
party	dinner	meronyms	2388	0	2
aquarium	goldfish	meronyms	2446	0	2
female	arm	meronyms	1853	0	2
town	store	meronyms	1952	0	2
quarter	copper	meronyms	2012	0	2
desk	base	meronyms	2036	0	2
aquarium	seaweed	meronyms	2743	0	2
desk	school	meronyms	2754	0	2
textbook	picture	meronyms	2765	0	2
yellow	jaundice	synonyms	11190	0	2
foul	stink	hyponyms	11227	0	2
controversial	conservative	antonyms	10759	0	2
woods	raccoons	meronyms	10621	0	2
hitch	disconnect	antonyms	10658	0	2
lord	christ	synonyms	10772	0	2
looking	stare	hyponyms	10990	1	2
writings	novels	synonyms	11111	0	2
hanging	falling	synonyms	12238	0	2
desirable	terrible	antonyms	11490	0	2
foul	illegal	hyponyms	11549	0	2
obstruction	construction	hyponyms	11782	0	2
wake	rise	synonyms	11828	0	2
writings	comma	meronyms	11906	0	2
disability	leg	hyponyms	12541	0	2
pride	humility	antonyms	12612	1	2
hitch	hiccup	hyponyms	12712	0	2
prefix	postfix	antonyms	12740	0	2
spacecraft	wheels	meronyms	12780	0	2
aggression	attack	hyponyms	12924	0	2
rod	body	meronyms	13011	0	2
ice	rink	meronyms	13132	0	2
plaster	stucco	hyponyms	13133	1	2
dish	silverware	meronyms	12577	0	2
lord	servant	antonyms	12589	0	2
ice	crystals	meronyms	12299	0	2
woods	sticks	meronyms	12362	0	2
desirable	hate	antonyms	12423	0	2
woods	bark	meronyms	12432	0	2
skin	water	meronyms	12499	0	2
prophets	prophecy	meronyms	13438	0	2
ice	h20	meronyms	13483	0	2
mill	grain	meronyms	13506	0	2
looking	seeking	hyponyms	13428	0	2
yellow	coward	synonyms	13900	0	2
funk	cool	synonyms	13994	0	2
worth	useless	antonyms	14054	0	2
feeding	plate	meronyms	14089	0	2
fireplace	chimney	meronyms	14112	0	2
woods	woods	meronyms	13575	0	2
water	tubes	meronyms	14806	0	2
hitch	train	hyponyms	15002	0	2
teaching	school	meronyms	14138	0	2
breathing	oxygen	meronyms	14150	0	2
song	singer	meronyms	14167	0	2
limited	much	antonyms	14260	0	2
four	two	synonyms	14318	0	2
plaster	plaster	hyponyms	14572	0	2
woods	lake	meronyms	14598	0	2
barrel	inside	meronyms	14691	0	2
paris	eiffle tower	meronyms	14707	0	2
tail	length	meronyms	14723	0	2
peanut	plant	meronyms	14758	0	2
immature	grown	antonyms	16538	0	2
foul	mistake	hyponyms	15202	0	2
spacecraft	space	meronyms	16419	0	2
immature	adult	antonyms	15254	0	2
abundance	many	hyponyms	15283	0	2
sleep	dreams	hyponyms	16277	0	2
unanswered	blank	synonyms	15309	0	2
chain	connected	meronyms	17137	0	2
prize	gift	synonyms	17379	0	2
mill	air	meronyms	15716	0	2
looking	seek	hyponyms	15723	0	2
business	desk	meronyms	5327	0	2
